IncidentID,StartTime (EST),EndTime (EST),RoadName,Suffix,Direction,CrossStreetName,CrossStreetSuffix,CrossStCommonName,MM From,MM To,County,City,Division,Latitude,Longitude,StartLatitude,StartLongitude,EndLatitude,EndLongitude,SubmittedBy,ContactName,ContactPhone,ConstructionDate,ContractNumber,Expected Impact to Traffic,Condition,ConditionName,CommonName,Incident Type,Event,EventName,LanesClosed,LanesTotal,Fatality,Structure Affected,Unusual Event in WorkZone,Commercial Vehicle,Hazardous Materials,Overturned Commercial Vehicle,Reason,DOTNotes,Detour,CreatedOn (EST),LastUpdated (EST),Project,WeightLimit,Width,HeightFt,HeightIn
505416,4/28/2017 3:19:00 PM,4/28/2017 4:48:32 PM,NC-63,,Heading West,SR-1615,,Whitt Rd,-999.0,-999.0,Buncombe,Asheville,13,35.656498161351,-82.7090764767456,,,,,stminnick,STOC,(877) 627-7862,,,Low,2,Shoulder Closed,New Leicester Highway,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Gilbert Road.,Called SHP at 15:19 advised no knowledge of lane status - STM,,4/28/2017 3:22:22 PM,4/28/2017 4:48:32 PM,,,,,
505415,4/28/2017 3:12:00 PM,4/28/2017 3:41:15 PM,I-40,,Heading East,,,,284.0,-999.0,Wake,Near Raleigh,5,35.8689934423921,-78.8261405403136,,,,,swkohl,STOC,(877) 627-7862,,,High,3,Ramp Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The merge lane has reopened before Exit 284 (Airport Boulevard).,cctv-swk-267,,4/28/2017 3:16:38 PM,4/28/2017 3:41:15 PM,,,,,
505413,4/28/2017 3:01:00 PM,4/28/2017 3:19:31 PM,I-40,,Heading East,,,,300.0,-999.0,Wake,In Raleigh,5,35.7576358444261,-78.6126902217865,,,,,swkohl,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The right lane has reopened near Exit 300 (Rock Quarry Road).,cctv-swk-267,,4/28/2017 3:03:46 PM,4/28/2017 3:19:31 PM,,,,,
505404,4/28/2017 2:36:00 PM,4/28/2017 3:09:18 PM,I-40,,Heading West,SR-1428,,South Saunders St,298.0,-999.0,Wake,In Raleigh,5,35.7544636102984,-78.641730222168,,,,,daparker4,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The right lane has reopened near Exit 298 (South Saunders Street).,vehicle fire - CCTV Input 1034 - 293,,4/28/2017 2:42:18 PM,4/28/2017 3:09:18 PM,,,,,
505403,4/28/2017 2:33:00 PM,4/28/2017 2:40:44 PM,I-95,,Heading South,US-74,,US-74,13.0,-999.0,Robeson,In Lumberton,6,34.5935452660198,-79.1111318929931,,,,,stminnick,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The right lane has reopened near Exit 13 (US-74).,CCTV at Exit 13 - STM,,4/28/2017 2:35:39 PM,4/28/2017 2:40:44 PM,,,,,
505401,4/28/2017 2:08:00 PM,4/28/2017 2:34:29 PM,US-17,,Heading South,SR-1571,,SR-1571,-999.0,-999.0,Pender,Near Topsail Beach,3,34.3241775247829,-77.7624678404613,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,7,Road Closed with Detour,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,All southbound lanes have reopened near Scotts Hill Loop Road.,JWC. Per P-505 on-scene.,,4/28/2017 2:12:38 PM,4/28/2017 2:34:29 PM,,,,,
505400,4/28/2017 1:50:00 PM,4/28/2017 2:17:53 PM,NC-42,,Heading West,I-40,,I-40,-999.0,-999.0,Johnston,In Clayton,4,35.6074904102554,-78.5635047822571,,,,,mzakdogan,STOC,(877) 627-7862,,,High,10,Lane Closed,NC-42,Vehicle Crash,1,None,1,3,False,False,False,False,False,False,The right turn lane onto I-40 West has reopened.&nbsp;,CCTV,,4/28/2017 1:52:56 PM,4/28/2017 2:17:53 PM,I-5111 I-40 Widening,,,,
505398,4/28/2017 1:33:00 PM,5/2/2017 12:00:00 PM,NC-581,,Both Directions,SR-1918,,Pecan Rd,-999.0,-999.0,Wayne,Near Goldsboro,4,35.331652544517,-77.9944888500566,,,,,waharper ,Wade Harper,(919) 739-5330,,,High,5,Road Closed,Arrington Bridge Road,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/28/2017 1:37:35 PM,5/1/2017 10:24:57 AM,,,,,
505397,4/28/2017 1:29:00 PM,4/28/2017 2:00:45 PM,I-85,,Heading North,,,,126.0,-999.0,Guilford,Near Greensboro,7,36.0009686096471,-79.7468433380127,,,,,nasparks,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,The right lane has reopened at Exit 126 (US-421).,,,4/28/2017 1:31:51 PM,4/28/2017 2:00:45 PM,,,,,
505395,4/28/2017 1:04:00 PM,4/28/2017 2:45:00 PM,I-85,,Heading North,,,,41.0,-999.0,Mecklenburg,In Charlotte,10,35.2779259493481,-80.7964757373457,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"Vehicle accident I-85 North near exit 41 (Sugar Creek Rd); has caused congestion, all lanes now open expect delays",,,4/28/2017 1:06:24 PM,4/28/2017 2:05:20 PM,,,,,
505394,4/28/2017 12:54:00 PM,4/28/2017 1:54:00 PM,I-77,,Heading North,,,,9.0,-999.0,Mecklenburg,In Charlotte,10,35.2221066195292,-80.867912202737,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,Vehicle accident I-77 North near exit 9 (John Belk Frwy); causing congestion,,,4/28/2017 12:59:21 PM,4/28/2017 1:38:44 PM,,,,,
505393,4/28/2017 12:52:00 PM,4/28/2017 2:53:48 PM,I-95,,Heading South,US-301,,US-301,107.0,-999.0,Johnston,Near Kenly,4,35.59313,-78.135365,,,,,mzakdogan,STOC,(877) 627-7862,,,Medium,12,Lane Narrowed,,Vehicle Crash,1,None,0,0,False,False,False,True,False,False,The Exit 107 (US-301) off ramp has reopened.&nbsp;,SHP CCTV,,4/28/2017 12:55:30 PM,4/28/2017 2:53:48 PM,,,,,
505391,4/28/2017 12:21:00 PM,4/28/2017 1:21:00 PM,I-77,,Heading North,,,NationsFord Rd,4.0,-999.0,Mecklenburg,In Charlotte,10,35.1462577765953,-80.8983050865363,,,,,DCUNNINGHAM,MRTMC,(704) 342-6814,,,High,8,Congestion,,Disabled Vehicle,1,None,0,0,False,False,False,False,False,False,All lanes open.,DC,,4/28/2017 12:22:46 PM,4/28/2017 12:25:55 PM,,,,,
505388,4/28/2017 11:55:00 AM,5/1/2017 12:55:00 PM,SR-1212,,Both Directions,SR-1008,,Stevens Mill Rd,-999.0,-999.0,Wayne,,4,35.3446879794175,-78.184229033955,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Mill Creek Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/28/2017 11:58:58 AM,4/28/2017 11:58:58 AM,,,,,
505387,4/28/2017 11:25:00 AM,5/2/2017 12:25:00 PM,SR-1222,,Both Directions,SR-1247,,Buckhorn Rd,-999.0,-999.0,Wayne,,4,35.3516463963154,-78.0292942997,,,,,waharper ,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Bryan Blvd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/28/2017 11:27:35 AM,5/1/2017 10:27:13 AM,,,,,
505386,4/28/2017 10:14:00 AM,5/3/2017 4:44:08 PM,SR-1225,,Both Directions,SR-1007,,Old Smithfield,-999.0,-999.0,Wayne,,4,35.3795513120609,-78.1371674109558,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Lassiter Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/28/2017 10:19:07 AM,5/3/2017 4:44:08 PM,,,,,
505385,4/28/2017 9:55:00 AM,4/30/2017 4:05:40 PM,SR-1007,,Both Directions,SR-1224,,Ferry Bridge Rd,-999.0,-999.0,Wayne,,4,35.3876509619935,-78.109191333491,,,,,waharper,Wade Harper,(919) 739-5330,,,Medium,5,Road Closed,Old Smithfield,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/28/2017 9:58:38 AM,4/30/2017 4:05:40 PM,,,,,
505375,4/28/2017 8:37:00 AM,4/28/2017 10:50:19 AM,US-64,,Heading East,US-64,,US-64,428.0,-999.0,Wake,Near Knightdale,5,35.7892486450543,-78.4332376216089,,,,,daparker4,STOC,(877) 627-7862,,,High,2,Shoulder Closed,US64,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Exit 429 (US-64 Business / Wendell Boulevard). &nbsp;,SHP - CCTV Input 1426 & 1427 - 293,,4/28/2017 8:45:56 AM,4/28/2017 10:50:19 AM,,,,,
505371,4/28/2017 8:01:00 AM,4/28/2017 8:06:17 AM,I-77,,Heading South,,,,9.0,-999.0,Mecklenburg,In Charlotte,10,35.2221462669841,-80.8679877891249,,,,,tmstevenson,MRTMC,(704) 342-6814,,,Low,2,Shoulder Closed,,Disabled Vehicle,1,None,0,0,False,False,False,False,False,False,Disabled vehicle I-77 South near exit 9 (John Belk Frwy);all lanes are open.,,,4/28/2017 8:04:09 AM,4/28/2017 8:06:17 AM,,,,,
505368,4/28/2017 7:28:00 AM,4/28/2017 8:30:53 AM,I-40,,Heading West,SR-1002,,SR-1002,287.0,-999.0,Wake,Near Morrisville,5,35.8424582986654,-78.7854238694419,,,,,daparker4,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The right shoulder has reopened near Exit 285 (Aviation Parkway).,SHP - Confirmed via CCTV 1024 - 293,,4/28/2017 7:32:23 AM,4/28/2017 8:30:53 AM,,,,,
505365,4/28/2017 6:55:00 AM,5/2/2017 12:00:00 PM,SR-1008,,Both Directions,NC-581,,Old Smithfield Road,-999.0,-999.0,Wayne,,4,35.3658990407993,-78.0669804360467,,,,,waharper ,Wade Harper,(919) 739-5330,,,Medium,5,Road Closed,Stevens Mill Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/28/2017 7:02:21 AM,5/1/2017 10:25:55 AM,,,,,
505363,4/28/2017 3:09:00 AM,4/28/2017 3:46:39 AM,I-85,,Heading South,,,,85.0,-999.0,Davidson,Near Lexington,9,35.741878,-80.362454,,,,,risibisan,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,4,False,False,False,True,False,False,The right lane has reopened one mile south of Exit 86 (Belmont Road),Per DOT maintenance - 291,,4/28/2017 3:13:32 AM,4/28/2017 3:46:39 AM,,,,,
505359,4/27/2017 8:53:00 PM,4/27/2017 9:02:41 PM,I-40,,Heading East,I-140,,I-140,416.0,-999.0,New Hanover,Near Wilmington,3,34.325192,-77.872754,,,,,Hlsimmons,STOC,(877) 627-7862,,,High,5,Road Closed,,Road Obstruction,1,None,0,0,False,False,False,False,False,False,The road has reopened near exit 416 (I-440)&nbsp;,,,4/27/2017 8:56:37 PM,4/27/2017 9:02:41 PM,,,,,
505355,4/27/2017 7:39:00 PM,4/27/2017 7:44:51 PM,I-77,,Heading North,I-485,,I-485,2.0,-999.0,Mecklenburg,In Charlotte,10,35.1309901232468,-80.9135753936007,,,,,ahash,MRTMC,(704) 342-6814,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused the left shoulder to be closed at mile marker 2.2, The incident is causing congestion",,,4/27/2017 7:40:31 PM,4/27/2017 7:44:51 PM,,,,,
505350,4/27/2017 6:20:00 PM,4/27/2017 6:44:04 PM,NC-24,,Heading West,I-485,,I-485,-999.0,-999.0,Mecklenburg,In Charlotte,10,35.3501716170416,-80.8635592903957,,,,,ahash,MRTMC,(704) 342-6814,,,High,1,Lanes Closed,Harris Blvd,Vehicle Crash,1,None,2,3,False,False,False,False,False,False,A crash blocking the left and center lanes of NC-24 (Harris Blvd) at the I-485 Inner loop interchange,,,4/27/2017 6:23:10 PM,4/27/2017 6:44:04 PM,,,,,
505348,4/27/2017 6:05:00 PM,4/27/2017 7:05:00 PM,US-74,,Heading East,,,,243.0,-999.0,Mecklenburg,In Charlotte,10,35.2182620238875,-80.8190246190725,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,Independence Blvd,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"&nbsp;A crash has caused congestion, all lanes now open",,,4/27/2017 6:07:26 PM,4/27/2017 6:28:12 PM,,,,,
505347,4/27/2017 6:01:00 PM,4/27/2017 7:30:00 PM,I-485,,Inner Loop,I-77,,,1.0,-999.0,Mecklenburg,In Charlotte,10,35.1322191589265,-80.9235149558833,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion, all lanes now open, expect delays",,,4/27/2017 6:02:18 PM,4/27/2017 6:53:46 PM,,,,,
505346,4/27/2017 5:54:00 PM,4/27/2017 6:54:00 PM,I-485,,Inner Loop,,,,49.0,-999.0,Mecklenburg,In Charlotte,10,35.1244605877588,-80.659167515762,,,,,ahash,MRTMC,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,"A crash has caused congestion, all lanes now open",,,4/27/2017 5:55:19 PM,4/27/2017 6:39:25 PM,,,,,
505345,4/27/2017 5:37:00 PM,4/27/2017 7:33:49 PM,NC-65,,Both Directions,SR-1908,,SR-1908,-999.0,-999.0,Forsyth,Near Winston-Salem,9,36.2441815379462,-80.2648079845884,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,10,Lane Closed,Rural Hall-Germanton Road,Vehicle Crash,1,None,1,2,False,False,False,True,False,False,The lane has reopened near McGee Road.,JWC. OT dump truck hauling gravel. DOT en route.,,4/27/2017 5:39:49 PM,4/27/2017 7:33:49 PM,,,,,
505344,4/27/2017 5:15:00 PM,4/27/2017 5:59:33 PM,US-17,,Heading South,SR-1524,,SR-1524,-999.0,-999.0,Brunswick,Near Leland,3,34.21442,-78.022217,,,,,Hlsimmons,STOC,(877) 627-7862,,,Medium,10,Lane Closed,Ocean Hwy,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,All lanes have reopened.,,,4/27/2017 5:18:08 PM,4/27/2017 5:59:33 PM,,,,,
505343,4/27/2017 5:13:00 PM,4/27/2017 5:34:52 PM,I-40,,Heading West,,,,5.0,-999.0,Forsyth,In Winston-Salem,9,36.0931217666227,-80.2476652684784,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane has reopened near Exit 5-C (Cherry Street).,JWC. Per IMAP on-scene.,,4/27/2017 5:15:48 PM,4/27/2017 5:34:52 PM,"#Biz40NC, Biz40 WZ",,,,
505342,4/27/2017 5:08:00 PM,4/27/2017 5:33:31 PM,I-40,,Heading East,,,,295.0,-999.0,Wake,In Raleigh,5,35.7560732301598,-78.7170784833126,,,,,odhaynes,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,3,False,False,True,False,False,False,The left lane has reopened near Exit 295 (Gorman Street).&nbsp;,CCTV,,4/27/2017 5:10:57 PM,4/27/2017 5:33:31 PM,,,,,
505340,4/27/2017 4:33:00 PM,4/27/2017 5:18:34 PM,US-64,,Heading West,,,,429.0,-999.0,Wake,Near Raleigh,5,35.8041204169696,-78.4274883166119,,,,,odhaynes,STOC,(877) 627-7862,,,High,1,Lanes Closed,US- 64,Vehicle Crash,1,None,2,4,False,False,False,False,False,False,The right lanes have reopened near US-64 Business&nbsp;,CCTV,,4/27/2017 4:36:36 PM,4/27/2017 5:18:34 PM,,,,,
505334,4/27/2017 3:08:00 PM,4/27/2017 3:42:45 PM,I-95,,Heading North,SR-2137,,SR-2137,101.0,-999.0,Johnston,In Micro,4,35.5511982936408,-78.2150147471915,,,,,mzakdogan,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,True,False,False,The shoulder has cleared near Exit 101 (Pittman Road).,"CCTV SHP
OP 279",,4/27/2017 3:11:19 PM,4/27/2017 3:42:45 PM,,,,,
505333,4/27/2017 3:08:00 PM,4/27/2017 4:09:24 PM,I-40,,Heading East,SR-1712,,SR-1712,108.0,107.0,Burke,Near Valdese,13,35.729796,-81.612235,,,,,Hlsimmons,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened.&nbsp;,Called Troop F at  1505,,4/27/2017 3:10:37 PM,4/27/2017 4:09:24 PM,,,,,
505327,4/27/2017 2:22:00 PM,4/27/2017 3:22:00 PM,I-77,,Heading South,,,,5.0,-999.0,Mecklenburg,In Charlotte,10,35.1656921049933,-80.8893170911081,,,,,mamcintosh1,mrtmc,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A vehicle accident is causing congestion.,,,4/27/2017 2:26:02 PM,4/27/2017 2:40:29 PM,,,,,
505326,4/27/2017 2:13:00 PM,4/27/2017 3:13:00 PM,I-77,,Heading North,,,,30.0,-999.0,Mecklenburg,In Charlotte,10,35.5074147652057,-80.8662127085104,,,,,mamcintosh1,mrtmc,(704) 342-6814,,,High,8,Congestion,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,A vehicle accidnet is causing congestion.,,,4/27/2017 2:14:59 PM,4/27/2017 2:41:40 PM,,,,,
505325,4/25/2017 12:00:00 AM,4/28/2017 7:03:22 AM,SR-1217,,Both Directions,SR-1008,,SR-1008,-999.0,-999.0,Wayne,,4,35.3317586693029,-78.1357970661926,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Beaver Dam Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/27/2017 1:53:59 PM,4/28/2017 7:03:22 AM,,,,,
505320,4/27/2017 1:38:00 PM,4/27/2017 2:45:39 PM,US-1,,Heading North,,,,-999.0,-999.0,Wake,In Raleigh,5,35.8550782077444,-78.5809339961016,,,,,nasparks,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,Capital Boulevard,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Spring Forest Drive.,CBY  cctv 3010,,4/27/2017 1:42:02 PM,4/27/2017 2:45:39 PM,,,,,
505317,4/27/2017 12:51:00 PM,4/27/2017 1:56:58 PM,I-40,BUS,Heading East,,,,3.0,-999.0,Forsyth,Near Winston-Salem,9,36.0937773647605,-80.2780063902068,,,,,nasparks,STOC,(877) 627-7862,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,2,False,False,False,False,False,False,The left lane has reopened near Exit 3 B (Stratford Road).,cctv,,4/27/2017 12:54:16 PM,4/27/2017 1:56:58 PM,,,,,
505315,4/27/2017 11:34:00 AM,4/27/2017 1:00:56 PM,US-29,,Heading North,,,,-999.0,-999.0,Rockingham,Near Reidsville,7,36.287302133856,-79.6408161777099,,,,,nasparks,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,True,False,False,The right lane has reopened near Exit 149 (NC-87).,shp. nas.,,4/27/2017 11:37:21 AM,4/27/2017 1:00:56 PM,,,,,
505310,4/27/2017 11:13:00 AM,4/27/2017 11:25:00 AM,I-77,,Heading North,,,,15.0,-999.0,Mecklenburg,In Charlotte,10,35.2842254276621,-80.8488187246704,,,,,tmstevenson,MRTMC,(704) 342-6814,,,Low,2,Shoulder Closed,,Disabled Vehicle,1,None,0,0,False,False,False,False,False,False,"Disabled vehicle I-77 North near MM 15 (Cindy Ln); all lanes are open.<br />
&nbsp;",,,4/27/2017 11:17:04 AM,4/27/2017 11:25:24 AM,,,,,
505307,4/27/2017 10:22:00 AM,4/27/2017 10:55:35 AM,US-64,,Heading West,SR-2233,,SR-2233,425.0,-999.0,Wake,Knightdale,5,35.7672432969749,-78.4680821973682,,,,,cbyoumans,STOC,(877) 627-7862,,,Medium,12,Lane Narrowed,US-64,Vehicle Crash,1,None,1,1,False,False,False,False,False,False,The entrance ramp from Exit 425 (Smithfield Road) reopened.,CBY  cctv 1425,,4/27/2017 10:31:19 AM,4/27/2017 10:55:35 AM,,,,,
505301,4/27/2017 9:43:00 AM,4/27/2017 10:40:46 AM,US-64,,Heading West,,,,432.0,-999.0,Wake,Zebulon,5,35.8236351680782,-78.3816910914496,,,,,cbyoumans,STOC,(877) 627-7862,,,High,10,Lane Closed,US-64,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The left lane has reopened west of Exit 432 (Lizard Lick Road).,CBY  cctv 1432,,4/27/2017 9:46:32 AM,4/27/2017 10:40:46 AM,,,,,
505292,4/27/2017 9:12:00 AM,4/27/2017 10:10:23 AM,NC-147,,Heading North,NC-55,,NC-55,11.0,-999.0,Durham,In Durham,5,35.9810387908801,-78.8869995810969,,,,,cbyoumans,STOC,(877) 627-7862,,,High,1,Lanes Closed,NC-147,Vehicle Crash,1,None,1,3,False,False,False,True,False,False,The two left lanes reopened near Exit 11 (Alston Avenue).,CBY  CCTV 1311,,4/27/2017 9:15:23 AM,4/27/2017 10:10:23 AM,,,,,
505286,4/27/2017 8:38:00 AM,4/27/2017 8:56:55 AM,I-40,,Heading East,,,,282.0,-999.0,Durham,Near Durham,5,35.8829962350275,-78.8406530914307,,,,,cbyoumans,STOC,(877) 627-7862,,,High,2,Shoulder Closed,,Vehicle Crash,1,None,1,4,False,False,False,False,False,False,The median reopened near Exit 282 (Page Road).,CBY  CCTV 1020,,4/27/2017 8:41:45 AM,4/27/2017 8:56:55 AM,,,,,
505280,4/27/2017 7:25:00 AM,4/27/2017 8:45:25 AM,I-40,,Heading East,SR-1728,,SR-1728,289.0,-999.0,Wake,Near Cary,5,35.8195361779197,-78.7425842079163,,,,,cbyoumans,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The median of the exit ramp on Exit 289 (Wade Avenue) reopened.&nbsp;,CBY  CCTV 1026,,4/27/2017 7:29:45 AM,4/27/2017 8:45:25 AM,,,,,
505269,4/27/2017 1:38:00 AM,5/1/2017 11:13:55 AM,SR-1326,,Both Directions,US-70,,US-70,-999.0,-999.0,Wayne,,4,35.4156086471889,-78.0190882344756,,,,,waharper,Wade Harper,(919) 739-5330,,,Low,5,Road Closed,Claridge Nursery Rd,Road Obstruction,141,4/24-4/25 2017 Flooding,0,0,False,False,False,False,False,False,Flooding,,,4/27/2017 1:41:09 AM,5/1/2017 11:13:55 AM,,,,,
505267,4/27/2017 12:29:00 AM,4/27/2017 2:24:14 AM,I-85,,Heading North,NC-73,,NC-73,55.0,-999.0,Cabarrus,Near Concord,10,35.4348176429685,-80.6582498066711,,,,,risibisan,STOC,(877) 627-7862,,,High,1,Lanes Closed,,Vehicle Crash,1,None,2,4,False,False,True,True,False,False,The road has reopened near Exit 55 (NC-73),"Per CAD feed, MAPS, Troop E confirmed - 291",,4/27/2017 12:31:06 AM,4/27/2017 2:24:14 AM,,,,,
505263,4/26/2017 9:17:00 PM,4/26/2017 11:21:53 PM,NC-109,,Heading North,,,,-999.0,-999.0,Davidson,Near Denton,9,35.6561533369032,-80.0999651841826,,,,,stminnick,STOC,(877) 627-7862,,,Low,2,Shoulder Closed,NC-109,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder has reopened near Garner Road.,SHP advised two pax vehicles involved and no knowledge of lanes closed - STM,,4/26/2017 9:22:41 PM,4/26/2017 11:21:53 PM,,,,,
505260,4/26/2017 7:20:00 PM,4/26/2017 7:24:07 PM,I-77,,Heading North,,,,4.0,-999.0,Mecklenburg,In Charlotte,10,35.1488024045219,-80.895544329188,,,,,AHASH,MRTMC,(704) 342-6814,,,Medium,10,Lane Closed,,Disabled Vehicle,1,None,1,3,False,False,False,True,False,False,A disabled vehicle has the left lane closed,,,4/26/2017 7:21:48 PM,4/26/2017 7:24:07 PM,,,,,
505258,4/26/2017 7:08:00 PM,4/26/2017 7:23:30 PM,NC-147,,Heading North,,,,12.0,-999.0,Durham,Near Durham,5,35.9849823641295,-78.8942548520831,,,,,swkohl,STOC,(877) 627-7862,,,Medium,10,Lane Closed,Durham Freeway,Disabled Vehicle,1,None,1,3,False,False,False,False,False,False,The right lane has reopened near Exit 12 (Fayetteville Street).,durham911-swk-267,,4/26/2017 7:11:01 PM,4/26/2017 7:23:30 PM,,,,,
505254,4/26/2017 6:28:00 PM,4/26/2017 7:28:00 PM,I-40,,Heading West,NC-147,,Durham Freeway,279.0,-999.0,Durham,Near Durham,5,35.8955996043828,-78.8626165300097,,,,,swkohl,STOC,(877) 627-7862,,,Medium,2,Shoulder Closed,,Vehicle Crash,1,None,0,0,False,False,False,False,False,False,The shoulder is closed near Exit 279 (NC-147).,imap-swk-267,,4/26/2017 6:31:57 PM,4/26/2017 6:31:57 PM,,,,,
505251,4/26/2017 5:57:00 PM,4/26/2017 6:57:00 PM,I-85,,Heading North,,,,58.0,-999.0,Cabarrus,In Kannapolis,10,35.4458958977133,-80.6092535859263,,,,,DCUNNINGHAM,MRTMC,(704) 342-6814,,,High,8,Congestion,,Disabled Vehicle,1,None,0,0,False,False,True,False,False,False,All lanes open.,DC,,4/26/2017 6:00:26 PM,4/26/2017 6:23:41 PM,,,,,
505250,4/26/2017 5:51:00 PM,4/26/2017 8:06:59 PM,US-301,,Both Directions,NC-481,,NC-481,-999.0,-999.0,Halifax,Near Enfield,4,36.1976438814867,-77.6436446467573,,,,,jwcorbett3,STOC,(877) 627-7862,,,High,10,Lane Closed,,Vehicle Crash,1,None,1,2,False,False,False,False,False,False,The northbound lane has reopened near NC-481.,JWC.,Follow the instructions of emergency responders on-scene.,4/26/2017 5:53:52 PM,4/26/2017 8:06:59 PM,,,,,
505249,4/26/2017 5:37:00 PM,4/26/2017 6:11:38 PM,I-40,,Heading East,,,,297.0,-999.0,Wake,In Raleigh,5,35.7550714202187,-78.6789659362086,,,,,swkohl,STOC,(877) 627-7862,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,3,False,False,True,False,False,False,"The left lane has reopened near Exit 297 (Lake Wheeler Road).&nbsp;<br />
&nbsp;",cctv-swk-267,,4/26/2017 5:39:44 PM,4/26/2017 6:11:38 PM,,,,,
505248,4/26/2017 5:31:00 PM,4/26/2017 6:23:54 PM,I-40,BUS,Heading West,,,,5.0,-999.0,Forsyth,In Winston-Salem,9,36.0902869548257,-80.255842535553,,,,,stminnick,STOC,(877) 627-7862,,,High,10,Lane Closed,,Disabled Vehicle,1,None,1,2,False,False,False,False,False,False,The left lane has reopened near Exit 5 A (Peters Creek Parkway).,CCTV 43 - STM,,4/26/2017 5:33:28 PM,4/26/2017 6:23:54 PM,"#Biz40NC, Biz40 WZ",,,,
